Aant_PlateArmor_Helm	Awrain Plate Helm
Hyde_OneHandCrossBow	Hyde Crossbow
Hyena_Leather_Helm	Hyena Helm
Hymns_of_Dusk_Fabric_Armor_I	Musket Border Guard Standard Armor
Hymns_of_Dusk_Leather_Armor_I	Dusksongs Leather Armor
Hymns_of_Dusk_Leather_Boots_I	Dusksongs Leather Boots
Hymns_of_Dusk_PlateArmor_Armor_I	Dusksongs Plate Armor
Hymns_of_Dusk_PlateArmor_Gloves_I	Dusksongs Plate Gloves
Hyosi_Arrow	Whistling Arrow
Hysilda_Fabric_Armor	Hysilda Cloth Armor
IceStrandedShip_Book	Shipwreck Voyage Log
IceThrower	Electromagnetic Frostspitter
Ice_Arrow	Chill Arrow
Ignir_TwoHandSword	Ignir
Iguana_Rider_Leather_Boots	Iguana Rider Leather Boots
Iguana_Rider_Leather_Cloak_III	Lizard Leather Cloak
Iguana_Rider_PlateArmor_Armor_I	Iguana Rider's Plate Armor
Iguana_Rider_PlateArmor_Armor_II	Iguana Rider's Plate Armor
Iguana_Rider_PlateArmor_Armor_III	Iguana Rider's Plate Armor
Illinoeon_Leather_Boots	Infreen Leather Boots
Immediate_SubLevel_AttackSpeedRate	Increased Attack Speed
Immediate_SubLevel_Hp	Health Amplification
Immediate_SubLevel_MoveSpeedRate	Increased Movement Speed
Immediate_SubLevel_Mp	Spirit Amplification
Immediate_SubLevel_Stamina	Stamina Amplification
IncreaseSwimmingSpeed_Plate_Boots	Tidebreaker Boots
Insect_Collect_BackPack	Kuku Insect Gatherer's Pack
InstallationBomb	Deployable Explosive
Installation_01_key	Valvegard Garrison Key
Installation_02_key	Marni's Laboratorium Key
Installation_03_key	Aeronautical Research Base Key
Intacuttar_PlateArmor_Helm	Intaka Plate Helm
Inventory_Expansion_1	Small Bag
Inventory_Expansion_2	Medium Bag
Inventory_Expansion_3	Large Bag
Inventory_Expansion_30	Inventory Expansion Tool
Inventory_Expansion_4	Extra Large Bag
Inventory_Expansion_Sellable_1	Small Bag
Inventory_Expansion_Sellable_2	Medium Bag
Inventory_Expansion_Sellable_3	Large Bag
Inventory_Expansion_Sellable_4	Extra Large Bag
Invisible_TwoHandGiantBastard	Dandelion Longsword
Inyr_PlateArmor_Helm	Inyr Plate Helm
Inytium_Leather_Armor	Ynitium Leather Armor
Inytium_Leather_Boots	Ynitium Leather Boots
Inytium_Leather_Cloak	Ynitium Leather Cloak
Inytium_Leather_Gloves	Ynitium Leather Gloves
IronStone	Iron Ore
Ironfist_Boss_Knuckle	Iron Fists Gauntlet
Isilon_Leather_Boots	Isilon Leather Boots
Itano_CannonBall	Itano Cannonball
Itano_CannonBall_Errant	Crude Itano Cannonball
ItemCatch_FishingRod	The Claw
Item_88_Butterfly	Eighty-eight Butterfly
Item_AbyssGear_SKill_Lv1_Box	Unidentified Abyss Gear
Item_AbyssGear_SKill_Lv2_Box	Unidentified Abyss Gear
Item_AbyssGear_SKill_Lv3_Box	Unidentified Abyss Gear
Item_AbyssGear_Special_Box	Unidentified Abyss Gear
Item_AbyssGear_Stat_Lv1_Box	Unidentified Abyss Gear
Item_AbyssGear_Stat_Lv2_Box	Unidentified Abyss Gear
Item_AbyssGear_Stat_Lv3_Box	Unidentified Abyss Gear
Item_Abyss_Artifact_Maker	Abyss Artifact Fabricator
Item_Axolotl	Axolotl
Item_Baby_Hedgehog	Baby Hedgehog
Item_BackPackChocolate	Cacao Snack
Item_Background_Breakable_Wood_230	Large Bright Table
Item_Background_Breakable_Wood_257	Dark Pillared Side Table
Item_Background_Breakable_Wood_280	Mechanical Clockwork Chair
Item_Background_Breakable_Wood_281	Antler Chair
Item_Background_Breakable_Wood_285	Double-Patterned Chair
Item_Background_Breakable_Wood_290	Blue Fabric Chair
Item_Background_Breakable_Wood_293	Round-Legged Chair
Item_Background_Breakable_Wood_294	Crown-Adorned Chair
Item_Background_Breakable_Wood_295	Red Fabric Chair
Item_Background_Breakable_Wood_297	Adorned Storage Chest
Item_Background_Breakable_Wood_302	Mirrored Wooden Dresser
Item_Background_Breakable_Wood_303	Luxurious Gilded Table
Item_Background_Breakable_Wood_304	Bright Pillared Side Table
Item_Background_Breakable_Wood_308	Luxurious Whitesand Table
Item_Background_Breakable_Wood_309	Bright Lion Head Table
Item_Background_Breakable_Wood_310	Round Red Fabric Table
Item_Background_Breakable_Wood_311	Large Round Red Fabric Table
Item_Background_Breakable_Wood_313	Side Table
Item_Background_Breakable_Wood_320	Timber Nightstand
Item_Background_Breakable_Wood_323	Small Timberton Table
Item_Background_Breakable_Wood_323_index01	Small Bright Timberton Table
Item_Background_Breakable_Wood_363	Round Table
Item_BananaSpider	Yellow Garden Spider
Item_Banded_Peacock	Banded Peacock Butterfly
Item_Bee	Honeybee
Item_Beetle	Beetle
Item_Beighen_Enchant_Coin	Beighen Refinement Token
Item_BlackTail_Flycatcher	Desert Wheatear
Item_Black_Centipede	Black Centipede
Item_BlueJay	Blue Jay
Item_Blue_Copper	Blue Lycaenid Butterfly
Item_Blue_Pansy_Butterfly	Southern Blue Peacock Butterfly
Item_Bumblebee	Bumblebee
Item_Bunting_Bird	Meadow Bunting
Item_Butterfly	Meadow Butterfly
Item_Camel_Cricket	Camel Cricket
Item_Chameleon	Chameleon
Item_Checkered_White	Checkered White Butterfly
Item_Chocolate	Chocolate
Item_Cockroach	Cockroach
Item_Colias_Nastes	Green Sulphur Butterfly
Item_Collection_Prop_Statue_0002	The Sitting Lion
Item_Common_Buckeye	Buckeye Butterfly
Item_Common_Green_Birdwing	Green Birdwing Butterfly
Item_Common_Nawab	Nawab Butterfly
Item_Crimson_Patch	Crimson Patch Butterfly
Item_Del_Enchant_Coin	Delesyia Refinement Token
Item_Dem_Enchant_Coin	Demeniss Refinement Token
Item_Desert_Orange_tip	Scarlet Leafwing Butterfly
Item_DiademSpider	Golden Silk Spider
Item_Diana_Fritillary	Diana Fritillary Butterfly
Item_ETC_CooltimeReduce_ATAG	A.T.A.G. Emergency Power Device
Item_ETC_CooltimeReduce_ATAGII	A.T.A.G. Power Module
Item_ETC_CooltimeReduce_Dragon	Dragon Claw Horn
Item_ETC_CooltimeReduce_DragonII	Narima's Horn
Item_Eastern_Comma	Yellow Comma Butterfly
Item_Eastern_Tailed_Blue	Blue Tailed Butterfly
Item_Eastern_Tiger_Swallowtail	Swallowtail
Item_Firefly	Firefly
Item_Fist_Damian	Ordinary Gloves
Item_Fist_Kliff	Ordinary Gloves
Item_Fist_Oongka	Ordinary Gloves
Item_Flying_Squirrel	Flying Squirrel
Item_Frilled_Lizard	Frilled-neck Lizard
Item_Giant_Salamander	Burrowing Salamander
Item_Gnat	Fruit Fly
Item_GnatWide	Medium Fly
Item_Goanna	Goanna
Item_GrassHopper	Grasshopper
Item_Great_Purple_Hairstreak	Great Purple Hairstreak Butterfly
Item_Grizzled_Skipper	Grizzled Skipper Butterfly
Item_Guava_Skipper	Guava Skipper Butterfly
Item_Her_Enchant_Coin	Hernand Refinement Token
Item_Hila_Lizard	Heloderma Lizard
Item_Hornet	Hornet
Item_House_Centipede	House Centipede
Item_Hypaurotis_Crysalus	Violet Hairstreak Butterfly
Item_Iguana	Iguana
Item_Jewel_Beetle	Jewel Beetle
Item_JijeongLeaf_Insect	Palmar Beetle
Item_Kallima_Inachus	Orange Oakleaf Butterfly
Item_KuKu_Small_ATAG	Small Kuku A.T.A.G.
Item_Kuku_Egg	Kuku Bird's Egg
Item_Kuku_Pot	Kuku Pot
Item_Kuku_Pot_02	Enhanced Kuku Pot
Item_Little_Metalmark	Little Metalmark Butterfly
Item_Little_Wood_Satyr	Little Wood Satyr Butterfly
Item_Longhorn_Beetle	Longhorn Beetle
Item_Longtailedtit	Long-Tailed Tit
Item_Luna_Moth	Wild Silkworm Moth
Item_Lustrous_Copper	Red Lycaenid Butterfly
Item_Lycaena_Phlaeas	Spotted Lycaenid Butterfly
Item_Malachite	Malachite Butterfly
Item_Meerkat	Meerkat
Item_Milbert_Tortoiseshell	Flame-Bordered Butterfly
Item_Mole	Mole
Item_Monarch	Monarch Butterfly
Item_Moth	Mountain Moth
Item_Muskrat	Muskrat
Item_Myscelia_Ethusa	Bluewing Butterfly
Item_Neophasia_Terlooii	White Butterfly
Item_Orange_Barred_Sulphur	Orange-Barred Sulphur Butterfly
Item_Oriole	Black-Naped Oriole
Item_Ornythion_Swallowtail	Ornythion Swallowtail Butterfly
Item_Oxpecker	Yellow-Billed Oxpecker
Item_Pailoon_Enchant_Coin	Pailune Refinement Token
Item_Painted_Lady	Painted Lady Butterfly
Item_Pipevine_Swallowtail	Pipevine Swallowtail Butterfly
Item_Polydamas_Swallowtail	Polydamas Swallowtail Butterfly
Item_Possum	Opossum
Item_Purple_Emperor	Purple Emperor Butterfly
Item_Rare_Collect_Chaya	Chaya
Item_Rare_Collect_Dulse	Red Seaweed
Item_Rare_Collect_Ensete	Enset
Item_Rare_Collect_Kudzu	Skyroot
Item_Rare_Collect_Mercury	Mercury
Item_Rare_Collect_Platinum	Platinum
Item_Rare_Collect_RazorClam	Razor Clam
Item_Rare_Collect_RazorClam_01	Freshwater Clam
Item_Rare_Collect_Rubber	Rubber
Item_Rare_Collect_Stalactites	Stalactite
Item_Rare_Collect_SulfurStone	Brimstone
Item_Rare_Collect_Taro	Taro
Item_Rare_Collect_amaranth	Amaranth
Item_Rare_Collect_chlorella	Green Algae
Item_Rare_Collect_jijeongta_leaf	Palmar Leaf
Item_Rare_Collect_opuntia	Prickly Pear
Item_Rat	Rat
Item_Red_Spotted_Purple	Red-spotted Purple Butterfly
Item_Red_Squirrel	Red Squirrel
Item_Regal_Fritillary	Regal Fritillary Butterfly
Item_Rhinoceros_Beetle	Rhinoceros Beetle
Item_Ruddy_Daggerwing	Ruddy Daggerwing Butterfly
Item_Rusty_Tipped_Page	Rusty Tipped Page Butterfly
Item_Salamander	Salamander
Item_Scale	Scales of Fairness and Justice
Item_Sea_Siater	Wharf Roach
Item_Set_A_Enhance_RestArea	Adventurer's Refinement Inventory Type A
Item_Set_A_RestArea	Adventurer's Cooking Inventory Type A
Item_Set_B_Enhance_RestArea	Adventurer's Refinement Inventory Type B
Item_Set_B_RestArea	Adventurer's Cooking Inventory Type B
Item_Set_C_Enhance_RestArea	Adventurer's Refinement Inventory Type C
Item_Set_C_RestArea	Adventurer's Cooking Inventory Type C
Item_Set_D_Enhance_RestArea	Adventurer's Refinement Inventory Type D
Item_Set_D_RestArea	Adventurer's Cooking Inventory Type D
Item_Set_E_Enhance_RestArea	Adventurer's Refinement Inventory Type E
Item_Set_E_RestArea	Adventurer's Cooking Inventory Type E
Item_Set_F_Enhance_RestArea	Adventurer's Refinement Inventory Type F
Item_Silkworm_Moth	Silkworm Moth
Item_Skill_AbyssGear_AbsoluteDefense_LV1	Piercing Bloom
Item_Skill_AbyssGear_AbyssGrass_Immune	Abyssal Assimilation
Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_FabricArmor_LV1	Shred I
Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_FabricArmor_LV2	Shred II
Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_FabricArmor_LV3	Shred III
Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_LeatherArmor_LV1	Rend I
Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_LeatherArmor_LV2	Rend II
Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_LeatherArmor_LV3	Rend III
Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_PlateArmor_LV1	Shatter I
Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_PlateArmor_LV2	Shatter II
Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_PlateArmor_LV3	Shatter III
Item_Skill_AbyssGear_AddFrendly_LV1	Solidarity I
Item_Skill_AbyssGear_AddFrendly_LV2	Solidarity II
Item_Skill_AbyssGear_AddFrendly_LV3	Solidarity III
Item_Skill_AbyssGear_AddKillSkillLevel_LV1	Energy Drain I
Item_Skill_AbyssGear_AddKillSkillLevel_LV2	Energy Drain II
Item_Skill_AbyssGear_AddKillSkillLevel_LV3	Energy Drain III
Item_Skill_AbyssGear_AddMoneyDropRate_LV1	Fortune I
Item_Skill_AbyssGear_AddMoneyDropRate_LV2	Fortune II
Item_Skill_AbyssGear_AddMoneyDropRate_LV3	Fortune III
Item_Skill_AbyssGear_AdditionalThief_LV1	Ledgermain I
Item_Skill_AbyssGear_AdditionalThief_LV2	Ledgermain II
Item_Skill_AbyssGear_AdditionalThief_LV3	Ledgermain III
Item_Skill_AbyssGear_Antumbra_Spear	Warden of Darkness
Item_Skill_AbyssGear_Antumbra_TwoHandRod	Dark Crescent
Item_Skill_AbyssGear_ArrowRain_LV1	Arrow Rain
Item_Skill_AbyssGear_AtorDrone_LV1	Ator's Orb
Item_Skill_AbyssGear_Attack_HPRecover_LV1	Life Transference
Item_Skill_AbyssGear_Attack_HPRecover_LV2	Sanguine Transference
Item_Skill_AbyssGear_Attack_MPRecover_LV1	Spirit Transference
Item_Skill_AbyssGear_Attack_MPRecover_LV2	Verdant Transference
Item_Skill_AbyssGear_Attack_SPRecover_LV1	Stamina Transference
Item_Skill_AbyssGear_Attack_SPRecover_LV2	Celestial Transference
Item_Skill_AbyssGear_Bastier	Flames of Judgment
Item_Skill_AbyssGear_BlockAmmoConsume_LV1	Infinite Arrows I
Item_Skill_AbyssGear_BlockAmmoConsume_LV2	Infinite Arrows II
Item_Skill_AbyssGear_BlockAmmoConsume_LV3	Infinite Arrows III
Item_Skill_AbyssGear_BlockAmmoConsume_Special	Greater Infinite Arrows
Item_Skill_AbyssGear_Boss_AdditionalDamage_LV1	Malicebane I
Item_Skill_AbyssGear_Boss_AdditionalDamage_LV2	Malicebane II
Item_Skill_AbyssGear_Boss_AdditionalDamage_LV3	Malicebane III
Item_Skill_AbyssGear_Boss_AdditionalDamage_Special	Greater Malicebane
Item_Skill_AbyssGear_Catfish_BodySlam_LV1	Rising Torrent
Item_Skill_AbyssGear_CollectDrop_Animal_LV1	Blessing of the Beast I
Item_Skill_AbyssGear_CollectDrop_Animal_LV2	Blessing of the Beast II
Item_Skill_AbyssGear_CollectDrop_Animal_LV3	Blessing of the Beast III
Item_Skill_AbyssGear_CollectDrop_Log_LV1	Blessing of the Forest I
Item_Skill_AbyssGear_CollectDrop_Log_LV2	Blessing of the Forest II
Item_Skill_AbyssGear_CollectDrop_Log_LV3	Blessing of the Forest III
Item_Skill_AbyssGear_CollectDrop_Ore_LV1	Blessing of the Earth I
Item_Skill_AbyssGear_CollectDrop_Ore_LV2	Blessing of the Earth II
Item_Skill_AbyssGear_CollectDrop_Ore_LV3	Blessing of the Earth III
Item_Skill_AbyssGear_CollectDrop_Plant_LV1	Blessing of Nature I
Item_Skill_AbyssGear_CollectDrop_Plant_LV2	Blessing of Nature II
Item_Skill_AbyssGear_CollectDrop_Plant_LV3	Blessing of Nature III
Item_Skill_AbyssGear_Combo_LV1	Relentless
Item_Skill_AbyssGear_CommonAnimal_AdditionalDamage_LV1	Beastbane I
Item_Skill_AbyssGear_CommonAnimal_AdditionalDamage_LV2	Beastbane II
Item_Skill_AbyssGear_CommonAnimal_AdditionalDamage_LV3	Beastbane III
Item_Skill_AbyssGear_CommonAnimal_AdditionalDamage_Special	Greater Beastbane
Item_Skill_AbyssGear_CommonGolem_AdditionalDamage_LV1	Primalbane I
Item_Skill_AbyssGear_CommonGolem_AdditionalDamage_LV2	Primalbane II
Item_Skill_AbyssGear_CommonGolem_AdditionalDamage_LV3	Primalbane III
Item_Skill_AbyssGear_CommonGolem_AdditionalDamage_Special	Greater Primalbane
Item_Skill_AbyssGear_CommonHexe_AdditionalDamage_LV1	Hexebane I
Item_Skill_AbyssGear_CommonHexe_AdditionalDamage_LV2	Hexebane II
Item_Skill_AbyssGear_CommonHexe_AdditionalDamage_LV3	Hexebane III
Item_Skill_AbyssGear_CommonHexe_AdditionalDamage_Special	Greater Hexebane
Item_Skill_AbyssGear_CommonHumanoid_AdditionalDamage_LV1	Bloodbane I
Item_Skill_AbyssGear_CommonHumanoid_AdditionalDamage_LV2	Bloodbane II
Item_Skill_AbyssGear_CommonHumanoid_AdditionalDamage_LV3	Bloodbane III
Item_Skill_AbyssGear_CommonHumanoid_AdditionalDamage_Special	Greater Bloodbane
Item_Skill_AbyssGear_ContributionExp_LV1	Service I
Item_Skill_AbyssGear_ContributionExp_LV2	Service II
Item_Skill_AbyssGear_ContributionExp_LV3	Service III
Item_Skill_AbyssGear_Creature_AdditionalDamage_LV1	Abyssbane I
Item_Skill_AbyssGear_Creature_AdditionalDamage_LV2	Abyssbane II
Item_Skill_AbyssGear_Creature_AdditionalDamage_LV3	Abyssbane III
Item_Skill_AbyssGear_Creature_AdditionalDamage_Special	Greater Abyssbane
Item_Skill_AbyssGear_CresecentAura_1_LV1	Crescent Moon Slash
Item_Skill_AbyssGear_CresecentAura_2_LV1	Half Moon Slash
Item_Skill_AbyssGear_CresecentAura_3_LV1	Fullmoon Slash
Item_Skill_AbyssGear_CrowAttack_LV1	Crow's Pursuit
Item_Skill_AbyssGear_CrowStorm_LV1	Crow Storm
Item_Skill_AbyssGear_DAM_UP_RotationBash	Momentum
Item_Skill_AbyssGear_DarkChase_LV1	Greysoul Howling
Item_Skill_AbyssGear_DarkenRobe_LV1	Wound of Darkness
Item_Skill_AbyssGear_DogClaw_LV1	Hound's Claws
Item_Skill_AbyssGear_EnergyBurst_LV1	Kinetic Burst
Item_Skill_AbyssGear_EnlightenmentWave_LV1	Karmic Pulse
Item_Skill_AbyssGear_EquipDropRate_LV1	Disarm I
Item_Skill_AbyssGear_EquipDropRate_LV2	Disarm II
Item_Skill_AbyssGear_EquipDropRate_LV3	Disarm III
Item_Skill_AbyssGear_Equip_AddHorseExp_LV1	Equestrian I
Item_Skill_AbyssGear_Equip_AddHorseExp_LV2	Equestrian II
Item_Skill_AbyssGear_Equip_AddHorseExp_LV3	Equestrian III
Item_Skill_AbyssGear_Equip_AddPetFriendly_LV1	Companionship I
Item_Skill_AbyssGear_Equip_AddPetFriendly_LV2	Companionship II
Item_Skill_AbyssGear_Equip_AddPetFriendly_LV3	Companionship III
Item_Skill_AbyssGear_FireBreath_LV1	Volcanic Eruption
Item_Skill_AbyssGear_FlashCombo_LV1	Slashing Reeds
Item_Skill_AbyssGear_FoodSkillLevelUp_LV1	Gourmet I
Item_Skill_AbyssGear_FoodSkillLevelUp_LV2	Gourmet II
Item_Skill_AbyssGear_FoodSkillLevelUp_LV3	Gourmet III
Item_Skill_AbyssGear_Forgotten_General	Judgment of the Soul
Item_Skill_AbyssGear_FrostBreath_LV1	Frost Hail
Item_Skill_AbyssGear_FrostDeath_LV1	Shattering Frost
Item_Skill_AbyssGear_FrostSpike_LV1	Frost Spike
Item_Skill_AbyssGear_Hyena_PoisonImmune	Heart of the Serpent
Item_Skill_AbyssGear_Immune_Bismuth	Heart of Stone
Item_Skill_AbyssGear_ImpBoss	Howling of Chaos
Item_Skill_AbyssGear_Karanda	Pillar of Wind
Item_Skill_AbyssGear_LanFord	Parting Gift
Item_Skill_AbyssGear_LandMash_LV1	Groundsurge
Item_Skill_AbyssGear_Leebur	Shadow Claw
Item_Skill_AbyssGear_LightningBreath_LV1	Orbs of Lightning
Item_Skill_AbyssGear_LightningStab_LV1	Storm Fang
Item_Skill_AbyssGear_Machine_AdditionalDamage_LV1	Steelbane I
Item_Skill_AbyssGear_Machine_AdditionalDamage_LV2	Steelbane II
Item_Skill_AbyssGear_Machine_AdditionalDamage_LV3	Steelbane III
Item_Skill_AbyssGear_Machine_AdditionalDamage_Special	Greater Steelbane
Item_Skill_AbyssGear_Merrick	Order from Above
Item_Skill_AbyssGear_Muscan	The Showstopper
Item_Skill_AbyssGear_Ogre	Colossal Might
Item_Skill_AbyssGear_PhantomStab_LV1	Abyssal Rays
Item_Skill_AbyssGear_Praevus	Ancient Wrath
Item_Skill_AbyssGear_Primus	Ancient Reckoning
Item_Skill_AbyssGear_Priscus	Ancient Retribution
Item_Skill_AbyssGear_QueenSpider	Queen's Fangs
Item_Skill_AbyssGear_ReduceCraftMaterial_LV1	Efficiency I
Item_Skill_AbyssGear_ReduceCraftMaterial_LV2	Efficiency II
Item_Skill_AbyssGear_ReduceCraftMaterial_LV3	Efficiency III
Item_Skill_AbyssGear_Skevald	Putrid Touch
Item_Skill_AbyssGear_SkillPointExp_LV1	Aptitude I
Item_Skill_AbyssGear_SkillPointExp_LV2	Aptitude II
Item_Skill_AbyssGear_SkillPointExp_LV3	Aptitude III
Item_Skill_AbyssGear_SmashStorm_LV1	Tempest of Destruction
Item_Skill_AbyssGear_SoulStrike_LV1	Spirit's Judgment
Item_Skill_AbyssGear_SwordAura_LV1	Wind Slash
Item_Skill_AbyssGear_TarandusWarrior_WarHammer	Earthrending Strike
Item_Skill_AbyssGear_Titan	Lightning God's Affliction
Item_Sleepy_Orange	Sleepy Scarlet Butterfly
Item_Snail	Snail
Item_Snow_Chipmunk	Snowfield Chipmunk
Item_Snowy_Plover	Kentish Plover
Item_Sparrow	Sparrow
Item_Spicebush_Swallowtail	Spicebush Swallowtail Butterfly
Item_Squirrel	Chipmunk
Item_Stag_Beetle	Stag Beetle
Item_Stat_AbyssGear_ADR_LV1	Aegis I
Item_Stat_AbyssGear_ADR_LV2	Aegis II
Item_Stat_AbyssGear_ADR_LV3	Aegis III
Item_Stat_AbyssGear_AttackSpeedRate_LV1	Swift I
Item_Stat_AbyssGear_AttackSpeedRate_LV2	Swift II
Item_Stat_AbyssGear_AttackSpeedRate_LV3	Swift III
Item_Stat_AbyssGear_AttackSpeedRate_Special	Greater Swift
Item_Stat_AbyssGear_ClimbSpeedRate_LV1	Ascent I
Item_Stat_AbyssGear_ClimbSpeedRate_LV2	Ascent II
Item_Stat_AbyssGear_ClimbSpeedRate_LV3	Ascent III
Item_Stat_AbyssGear_CriticalRate_LV1	Insight I
Item_Stat_AbyssGear_CriticalRate_LV2	Insight II
Item_Stat_AbyssGear_CriticalRate_LV3	Insight III
Item_Stat_AbyssGear_CriticalRate_Special	Greater Insight
Item_Stat_AbyssGear_DDD_LV1	Destruction I
Item_Stat_AbyssGear_DDD_LV2	Destruction II
Item_Stat_AbyssGear_DDD_LV3	Destruction III
Item_Stat_AbyssGear_DDD_Special	Greater Destruction
Item_Stat_AbyssGear_DPV_LV1	Fortification I
Item_Stat_AbyssGear_DPV_LV2	Fortification II
Item_Stat_AbyssGear_DPV_LV3	Fortification III
Item_Stat_AbyssGear_ElectricityResistance_LV1	Shockward I
Item_Stat_AbyssGear_ElectricityResistance_LV2	Shockward II
Item_Stat_AbyssGear_ElectricityResistance_LV3	Shockward III
Item_Stat_AbyssGear_ElectricityResistance_Special	Greater Shockward
Item_Stat_AbyssGear_FireResistance_LV1	Flameward I
Item_Stat_AbyssGear_FireResistance_LV2	Flameward II
Item_Stat_AbyssGear_FireResistance_LV3	Flameward III
Item_Stat_AbyssGear_FireResistance_Special	Greater Flameward
Item_Stat_AbyssGear_GuardPVRate_LV1	Fortitude I
Item_Stat_AbyssGear_GuardPVRate_LV2	Fortitude II
Item_Stat_AbyssGear_GuardPVRate_LV3	Fortitude III
Item_Stat_AbyssGear_HpRegen_LV1	Vitality I
Item_Stat_AbyssGear_HpRegen_LV2	Vitality II
Item_Stat_AbyssGear_HpRegen_LV3	Vitality III
Item_Stat_AbyssGear_IceResistance_LV1	Frostward I
Item_Stat_AbyssGear_IceResistance_LV2	Frostward II
Item_Stat_AbyssGear_IceResistance_LV3	Frostward III
Item_Stat_AbyssGear_IceResistance_Special	Greater Frostward
Item_Stat_AbyssGear_MoveSpeedRate_LV1	Haste I
Item_Stat_AbyssGear_MoveSpeedRate_LV2	Haste II
Item_Stat_AbyssGear_MoveSpeedRate_LV3	Haste III
Item_Stat_AbyssGear_MpRegen_LV1	Composure I
Item_Stat_AbyssGear_MpRegen_LV2	Composure II
Item_Stat_AbyssGear_MpRegen_LV3	Composure III
Item_Stat_AbyssGear_StaminaRegen_LV1	Vigor I
Item_Stat_AbyssGear_StaminaRegen_LV2	Vigor II
Item_Stat_AbyssGear_StaminaRegen_LV3	Vigor III
Item_Stat_AbyssGear_SwimSpeedRate_LV1	Surge I
Item_Stat_AbyssGear_SwimSpeedRate_LV2	Surge II
Item_Stat_AbyssGear_SwimSpeedRate_LV3	Surge III
Item_Theona_Checkerspot	Theona Checkerspot Butterfly
Item_Tiger_Mimic_Queen	Tiger Mimic Queen Butterfly
Item_Tomaso_Enchant_Coin	Tommaso Refinement Token
Item_Varnia_Enchant_Coin	Varnia Refinement Token
Item_Viceroy	Commander Butterfly
Item_WaterStrider	Water Strider
Item_WhiteWing_Flycatcher	White-winged Redstart
Item_White_M_Hairstreak	White Streaked butterfly
Item_White_Peacock	White Peacock Butterfly
Item_Wood_Pecker	Three-Toed Woodpecker
Item_Zebra_Heliconian	Zebra Longwing Butterfly
Item_Zebra_Swallowtail	Zebra Swallowtail
Item_bookcase_0001	Whitesand Bookshelf
Item_bookcase_02	Dark Timberton Bookshelf
Item_bookcase_02_index01	Bright Timberton Bookshelf
Item_cabinet_0001	Whitesand Gold Display Cabinet
Item_cabinet_0002	Small Whitesand Cabinet
Item_cabinet_0003	Whitesand Display Cabinet
Item_cabinet_02	Dark Crest Triangular Cabinet
Item_cabinet_02_index01	Bright Crest Triangular Cabinet
Item_cabinet_03	Dark Crest Display Cabinet
Item_cabinet_03_index01	Bright Crest Display Cabinet
Item_cabinet_05	Small Dark Timberton Cabinet
Item_cabinet_05_index01	Small Bright Timberton Cabinet
Item_cabinet_11	Small Dark Crest Cabinet
Item_cabinet_11_index01	Small Bright Crest Cabinet
Item_cabinet_12	Full Bloom Cabinet
Item_cabinet_14	Large Timberton Wardrobe
Item_cabinet_15	Delesyian Metal Lock Cabinet
Item_cabinet_19	Royal Gold Display Cabinet
Item_cabinet_19_index01	Sacred Gold Display Cabinet
Item_cabinet_23	Small Crest Drawer
Item_cd_ex_dpf_flowerpot_16_housing	Palm Tree Pot
Item_cd_ex_dpf_flowerpot_21_housing	Small Wooden Flower Pot
Item_cd_ex_dpf_flowerpot_23_housing	Laurel Pot
Item_cd_ex_dpf_flowerpot_24_housing	Large Alocasia Pot
Item_cd_ex_dpf_flowerpot_37_housing	Desert Cactus Pot
Item_cd_ex_dpf_flowerpot_61_housing	Apple Tree Pot
Item_cd_lamp_hanger_legendanimal_0002	Twisted Nightmare Lamp
Item_closet_01	Large Dark Timberton Wardrobe
Item_closet_01_index01	Large Bright Timberton Wardrobe
Item_closet_02	Timberham Wardrobe
Item_craft_medicine_01_housing	Cauldron
Item_dff_luxuryfurniture_bed_0001	Whitesand Bed
